variable_id,nombre_ui,nombre_corto_ui,descripcion,version,vigencia_desde,vigencia_hasta
01KSXY0NV10SKHS01HFYHV2YCX,Polvo respirable en aire,Polvo respirable,Concentración de polvo respirable (fracción respirable) medida en mg/m³ según protocolo DS 594,1,202401,-1
