limite_id,variable_id,limite,unidad,version,fuente_tipo,fuente_descripcion,vigencia_desde,vigencia_hasta
01KSXY0NV17TRMCT2JAYYXCG7V,01KSXY0NV10SKHS01HFYHV2YCX,3.0,mg/m³,1,legal,DS 594 Art. 60 — límite permisible polvo respirable fracción,202401,-1
